"id","product_id","quantity","color","size","weight","price_cents","sale_price_cents","cost_cents","sku","length","width","height","note"
6566,2863,31,"Metallic Red","XS",8,2920,2720,2437,"MYKUYY",8,3,3,""
6567,1183,24,"Blue","M",0,3227,3027,2994,"CWTUDF",8,5,6,""
6568,8634,25,"Metallic Red","L",1,1058,858,499,"EQJRMR",5,6,9,""
6569,5826,37,"Pink","XL",6,967,767,263,"HHRJLE",9,9,6,""
6570,3513,24,"Metallic Red","S",4,3433,3233,3089,"ZIPLTG",2,3,7,""
6571,3874,10,"Metallic Red","XXL",7,3174,2974,2880,"WIDLKP",4,4,7,""
6572,606,24,"Dark Blue","M",9,3131,2931,2275,"SPWEUU",8,9,6,""
6573,2355,6,"Steel Blue","L",2,2576,2376,1739,"ZYTZPI",2,3,2,""
6574,5372,37,"Black","XL",9,1305,1105,565,"QJOEUP",6,2,7,""
6575,2761,8,"Metallic Red","L",9,1852,1652,1187,"QMWEJJ",8,4,2,""
6576,7640,35,"Blue","XXL",2,1663,1463,953,"JXTGXB",8,6,3,""
6577,1648,21,"Dark Blue","XXL",9,1726,1526,1018,"MGNGYM",8,8,3,""
6578,1675,30,"Steel Blue","XXL",6,2281,2081,1881,"ZOCBIX",7,3,2,""
6579,3457,25,"Purple","M",0,2756,2556,2434,"PZKOYQ",7,6,4,""
6580,8470,24,"Grey","S",5,1615,1415,1507,"NZRDIZ",5,6,9,""
6581,9250,22,"Orange","XXL",4,2157,1957,1705,"IHDQON",8,4,9,""
6582,8277,38,"Pink","S",5,2604,2404,2374,"FXRLFS",7,7,7,""
6583,540,25,"Light Grey","S",6,2791,2591,2339,"RXTIER",7,7,4,""
6584,9627,39,"Cherry Red","M",6,2052,1852,1900,"TBCQCP",2,5,4,""
6585,9211,36,"Blue","S",9,2476,2276,2350,"QSILOZ",9,5,4,""
6586,1563,32,"Green","L",1,2856,2656,2003,"IHKBKL",6,2,7,""
6587,7068,3,"Beige","XXL",4,2170,1970,1747,"ZQNBVA",9,8,9,""
6588,4999,15,"Orange","S",3,915,715,281,"WZXECX",4,6,5,""
6589,6646,34,"Blue","S",7,3420,3220,3078,"GDFTXJ",5,6,7,""
6590,9847,6,"Green","XXL",3,1949,1749,1210,"GMIGXW",5,9,4,""
6591,403,27,"Green","XXL",7,3026,2826,2376,"KGTVFL",4,4,5,""
6592,784,7,"Blue","XS",3,955,755,404,"BZKMHG",6,6,9,""
6593,8109,11,"Light Grey","L",7,2843,2643,2052,"QBJLWD",6,6,9,""
6594,8933,8,"Grey","S",4,3243,3043,2678,"FPASFE",7,4,2,""
6595,198,24,"Blue","S",8,2246,2046,1738,"JQQTIF",5,3,2,""
6596,345,32,"Orange","M",9,996,796,145,"ESKWHZ",5,9,2,""
6597,9256,31,"Light Grey","M",1,2218,2018,1575,"OYIILK",2,5,9,""
6598,10008,31,"Dark Blue","XS",3,2946,2746,2586,"FOYYFT",5,5,2,""
6599,1614,20,"Steel Blue","XL",5,2188,1988,1330,"WEPPZA",2,5,9,""
6600,7668,32,"Metallic Red","XXL",8,2797,2597,1963,"VLSKVC",4,4,7,""
6601,8950,17,"Green","XL",8,2203,2003,2008,"BNRQBN",7,6,4,""
6602,9907,6,"Dark Blue","M",2,3044,2844,2832,"NTKIAY",6,7,5,""
6603,2419,13,"Light Grey","XXL",2,2685,2485,2007,"CRTVUP",5,2,5,""
6604,374,23,"Green","M",7,2182,1982,1549,"EJRRPO",4,8,5,""
6605,6439,6,"Pink","XXL",3,2983,2783,2684,"EZOQPZ",8,4,4,""
6606,1832,39,"Metallic Red","L",9,2230,2030,1366,"XXIUVX",6,2,5,""
6607,7207,9,"Black","S",7,3049,2849,2708,"FXZUUC",3,3,8,""
6608,2666,36,"Blue","XL",2,1747,1547,1389,"VFFKFI",2,2,6,""
6609,781,37,"Pink","S",3,2358,2158,2052,"KSBYRS",4,4,7,""
6610,4789,18,"Metallic Red","XL",1,1853,1653,1300,"SGFLID",7,7,6,""
6611,3015,17,"Green","S",3,1959,1759,1613,"JXJMIV",6,7,2,""
6612,2180,25,"Beige","XXL",3,2176,1976,1829,"FUXZNR",6,2,7,""
6613,8253,19,"Black","XS",7,1710,1510,1176,"YFVKUY",5,2,7,""
6614,3754,28,"Light Grey","XS",7,1414,1214,783,"CSVWIZ",5,7,4,""
6615,832,12,"Metallic Red","L",9,3370,3170,3133,"HSKWEZ",2,7,4,""
6616,6364,38,"Metallic Red","XL",3,901,701,271,"ZRBZHC",7,3,2,""
6617,2579,18,"Metallic Red","XL",9,1504,1304,1293,"OQQDVH",3,7,2,""
6618,6329,4,"Steel Blue","M",2,3476,3276,2745,"LTQNUW",5,7,6,""
6619,4318,38,"Black","XS",3,2213,2013,1719,"OLSOGY",2,8,8,""
6620,2619,21,"Pink","XXL",3,2625,2425,2421,"CKVJRQ",2,5,4,""
6621,7096,9,"Steel Blue","L",9,1106,906,887,"ESIVVM",4,9,3,""
6622,2131,23,"Metallic Red","XS",4,1571,1371,705,"UNYLSC",3,7,9,""
6623,3575,21,"Metallic Red","XL",0,1475,1275,960,"AJQUBQ",4,7,7,""
6624,9256,24,"Metallic Red","M",5,2329,2129,1546,"BVCALD",4,8,5,""
6625,9967,1,"Orange","L",3,3054,2854,2604,"EVFCXZ",9,6,3,""
6626,3316,8,"Black","XXL",6,2108,1908,1891,"EEKOBT",7,5,7,""
6627,5796,21,"Green","L",6,2221,2021,1500,"VFHZXX",8,2,8,""
6628,7532,37,"Steel Blue","L",3,2463,2263,1668,"CBGTXF",3,7,6,""
6629,4758,24,"Metallic Red","M",6,3266,3066,2973,"QMUOLJ",2,5,5,""
6630,2944,9,"Beige","M",1,1805,1605,1452,"QVTYRF",8,9,8,""
6631,9630,30,"Cherry Red","XL",8,1388,1188,877,"BVASQZ",8,9,5,""
6632,4976,8,"Purple","XS",4,1022,822,168,"YSBZCR",6,3,7,""
6633,4708,2,"Purple","M",1,1893,1693,1487,"LYDKXL",3,7,6,""
6634,6026,6,"Light Grey","XS",6,2863,2663,2175,"SZIVFD",2,9,3,""
6635,3771,11,"Beige","XS",1,2473,2273,2215,"ISVPHV",6,9,6,""
6636,4415,1,"Light Grey","XXL",6,2391,2191,2188,"RHYYSF",5,5,4,""
6637,1197,38,"Green","XL",2,3160,2960,2567,"WHASAW",6,2,5,""
6638,2827,32,"Grey","XL",6,2193,1993,1578,"VTVMGB",7,5,2,""
6639,2929,26,"Beige","S",1,1893,1693,1509,"USTUDS",4,8,5,""
6640,2497,35,"Metallic Red","XL",9,2887,2687,2233,"YPPXDP",2,2,4,""
6641,6738,27,"Checkered","XL",0,2164,1964,1545,"ZQYEBE",9,6,9,""
6642,4037,28,"Grey","S",2,2534,2334,2292,"FJHQHO",2,2,5,""
6643,1267,37,"Purple","XL",4,2065,1865,1547,"FDNGLY",4,5,3,""
6644,6843,33,"Blue","XS",5,1249,1049,822,"MARTMP",2,5,2,""
6645,6948,14,"Light Grey","XL",5,2521,2321,1784,"IHZYMC",4,7,5,""
6646,1132,3,"Green","S",0,1156,956,796,"NNNZHX",3,3,2,""
6647,2522,31,"Checkered","M",7,3319,3119,2925,"SBYLFB",2,5,7,""
6648,750,26,"Beige","M",1,3119,2919,2948,"TNZQDL",8,6,5,""
6649,7939,33,"Orange","L",8,2324,2124,1792,"VJFXOB",2,3,4,""
6650,7418,23,"Pink","S",7,1065,865,651,"OFDWIY",2,6,3,""
6651,2854,5,"Grey","XXL",6,3202,3002,3061,"WGZALV",9,5,4,""
6652,3971,34,"Grey","XL",5,2506,2306,1948,"GKQXAZ",5,6,3,""
6653,9100,4,"Grey","XS",1,2311,2111,2140,"KCUOFI",9,6,4,""
6654,3033,4,"Dark Blue","XL",0,1833,1633,1142,"OPRJBA",9,9,6,""
6655,3658,25,"Light Grey","L",1,3352,3152,2672,"UOOHSK",7,4,2,""
6656,2518,3,"Blue","XS",8,1171,971,1050,"XFMLXO",5,5,4,""
6657,590,23,"Dark Blue","XL",5,1597,1397,1229,"YZDTOH",5,5,9,""
6658,400,23,"Green","XS",6,2792,2592,2526,"ECTKUQ",8,8,8,""
6659,3307,7,"Purple","XL",7,965,765,614,"ZZRVPL",5,9,8,""
6660,3308,19,"Blue","XS",9,3073,2873,2525,"HHGQIJ",6,6,8,""
6661,5513,10,"Steel Blue","S",9,3411,3211,3122,"JYLSLX",7,4,8,""
6662,1700,20,"Purple","S",9,2041,1841,1585,"TIVQZM",2,3,4,""
6663,4512,36,"Dark Blue","M",2,1939,1739,1747,"QASGET",9,2,2,""
6664,4923,1,"Steel Blue","L",2,2681,2481,1878,"QIFPIP",7,3,2,""
6665,1178,36,"Black","L",2,2666,2466,2004,"TJVKZH",4,4,5,""
6666,3632,23,"Light Grey","L",7,2619,2419,2105,"MPHLIE",5,9,8,""
6667,6423,19,"Cherry Red","XXL",8,2632,2432,1773,"YAGVXB",5,2,8,""
6668,5083,20,"Blue","XL",0,3175,2975,3045,"VXJMCY",9,5,6,""
6669,4233,2,"Checkered","M",6,1918,1718,1137,"HWKYGK",6,4,2,""
6670,9288,2,"Grey","XXL",6,2596,2396,2194,"DOKGIP",3,3,8,""
6671,4809,24,"Grey","XXL",0,2633,2433,1867,"TBDXLX",9,7,4,""
6672,3980,25,"Beige","XXL",6,1763,1563,1448,"AJCNPM",3,6,2,""
6673,8754,35,"Dark Blue","L",7,927,727,716,"UHEEDW",5,9,8,""
6674,1807,39,"Light Grey","XS",6,1099,899,422,"GHZETJ",5,3,2,""
6675,6261,6,"Metallic Red","XS",4,1510,1310,787,"MQCLQT",6,5,4,""
6676,8280,37,"Light Grey","L",7,2410,2210,1910,"GNJSRP",7,7,7,""
6677,5756,8,"Steel Blue","S",1,1808,1608,1128,"EIRITO",2,6,3,""
6678,2932,7,"Green","L",6,2909,2709,2352,"HRUPMA",8,9,6,""
6679,206,36,"Steel Blue","XXL",4,2891,2691,2668,"IOBIRP",8,9,3,""
6680,5667,15,"Dark Blue","XL",9,2067,1867,1955,"HVSXAP",5,2,5,""
6681,7587,14,"Purple","M",2,2805,2605,2019,"BYKJUS",6,6,2,""
6682,9775,5,"Metallic Red","XL",7,2099,1899,1711,"DWSGJF",7,3,2,""
6683,6480,13,"Black","S",6,2174,1974,1680,"DMTAQG",3,6,4,""
6684,7574,32,"Metallic Red","L",6,958,758,135,"TCVPSJ",6,7,4,""
6685,7292,12,"Blue","L",3,2358,2158,1727,"ZOCHHF",3,3,8,""
6686,7012,25,"Dark Blue","L",5,3107,2907,2788,"XDVGTP",7,3,2,""
6687,5623,20,"Cherry Red","XS",8,1169,969,402,"NZLIOC",9,3,3,""
6688,5909,22,"Grey","XXL",9,907,707,533,"OHSGEW",7,4,4,""
6689,5016,3,"Checkered","XXL",7,1657,1457,1011,"QBAWIU",9,3,2,""
6690,9767,25,"Checkered","XS",0,3446,3246,3133,"QGCPTI",9,5,8,""
6691,6245,19,"Metallic Red","XS",3,3117,2917,2963,"FIIXTY",5,7,2,""
6692,130,22,"Metallic Red","XL",1,1137,937,604,"GMLSAO",3,2,8,""
6693,6653,17,"Grey","M",6,1804,1604,1505,"RNASZB",5,7,7,""
6694,7011,39,"Blue","S",9,2182,1982,2008,"XSAFEX",4,5,9,""
6695,1771,4,"Dark Blue","XXL",1,2268,2068,1896,"LNAJGQ",4,4,3,""
6696,6674,7,"Beige","L",6,1455,1255,1253,"PKUKDU",7,3,2,""
6697,8541,36,"Checkered","L",9,3442,3242,2566,"OEZCQB",3,8,3,""
6698,1369,26,"Blue","M",7,935,735,693,"GRHWZN",5,6,3,""
6699,7728,34,"Pink","M",6,2923,2723,2658,"NECNNT",7,9,6,""
6700,6346,22,"Black","XS",8,1343,1143,971,"CPOMRD",7,3,7,""
6701,2035,22,"Purple","S",0,1945,1745,1499,"MRIMAE",6,9,3,""
6702,1780,13,"Metallic Red","XL",5,2696,2496,2105,"XFQVVD",2,4,5,""
6703,4634,7,"Beige","S",9,2259,2059,1695,"CZKGSM",2,4,3,""
6704,1984,22,"Dark Blue","M",2,1932,1732,1464,"DWRVBI",7,3,2,""
6705,7506,30,"Metallic Red","XL",1,2269,2069,1973,"IMOHVR",3,8,9,""
6706,1807,32,"Steel Blue","XXL",3,2345,2145,1952,"LULVOQ",3,6,6,""
6707,2907,12,"Cherry Red","XS",3,3409,3209,3040,"WJSUXG",4,9,5,""
6708,5499,9,"Blue","XXL",3,1472,1272,1199,"QGTNIR",8,4,8,""
6709,1025,31,"Blue","L",0,2559,2359,1689,"BMASZE",5,3,9,""
6710,2806,7,"Green","L",5,3005,2805,2142,"ULMTMQ",9,6,4,""
6711,5504,13,"Cherry Red","M",2,2016,1816,1872,"REELXR",6,7,7,""
6712,1279,35,"Light Grey","XL",0,2142,1942,1678,"NZLVWK",6,3,2,""
6713,1989,12,"Grey","XL",6,3091,2891,2822,"LRXSDP",2,2,5,""
6714,2895,2,"Orange","XS",3,1995,1795,1862,"HFRYIG",4,8,4,""
6715,2086,32,"Checkered","XXL",1,1475,1275,741,"ALZOGQ",7,3,6,""
6716,2784,24,"Light Grey","XS",4,2766,2566,2036,"ZJDWKU",8,5,9,""
6717,7390,25,"Black","M",1,2064,1864,1702,"ISDSPJ",9,5,4,""
6718,4021,7,"Steel Blue","M",9,2405,2205,2162,"CVRVFY",3,7,7,""
6719,9820,31,"Pink","XL",5,2524,2324,2347,"JXUFKT",8,3,3,""
6720,9353,4,"Black","XXL",8,2958,2758,2809,"TIDXIF",7,3,7,""
6721,384,28,"Dark Blue","S",6,3308,3108,2867,"AOZAGY",2,7,6,""
6722,8996,28,"Pink","XL",5,2153,1953,1797,"IXTWBQ",4,5,4,""
6723,4397,26,"Pink","M",3,3372,3172,3229,"ONYLQM",4,8,7,""
6724,3392,5,"Metallic Red","XL",9,2891,2691,2271,"WDXHGW",9,5,6,""
6725,3890,25,"Beige","XS",5,930,730,450,"FXYXVR",4,5,5,""
6726,1048,32,"Orange","M",1,3314,3114,3152,"KMRBOR",4,4,7,""
6727,4971,2,"Metallic Red","XS",0,2469,2269,2076,"TPUZQG",8,7,2,""
6728,6446,32,"Checkered","S",5,3304,3104,3169,"UQHKWW",3,8,5,""
6729,841,1,"Green","XL",4,1347,1147,1119,"HFWDKM",6,2,7,""
6730,3592,28,"Blue","L",0,3396,3196,3170,"FOFMHW",7,6,4,""
6731,6993,11,"Purple","M",0,1726,1526,1480,"VYVNQB",9,6,4,""
6732,4637,5,"Steel Blue","XS",1,1011,811,800,"OSBXPF",3,7,6,""
6733,6392,26,"Orange","M",2,2917,2717,2053,"NCPEVE",2,8,6,""
6734,2479,37,"Metallic Red","S",6,2545,2345,1961,"WXCENY",4,2,6,""
6735,7981,33,"Cherry Red","L",8,1267,1067,386,"SFSSYO",7,7,4,""
6736,9026,10,"Metallic Red","XS",1,1943,1743,1301,"OVZMBX",9,3,3,""
6737,8387,20,"Metallic Red","XS",5,3305,3105,2948,"OZIFDP",3,7,6,""
6738,7849,8,"Dark Blue","L",4,3487,3287,2956,"PJANIF",8,9,2,""
6739,760,30,"Steel Blue","XS",6,1104,904,286,"JVJFBT",9,9,7,""
6740,1371,10,"Steel Blue","XS",6,1992,1792,1527,"BQKUSP",8,8,3,""
6741,9302,20,"Checkered","XXL",4,2873,2673,2694,"PDXUQS",4,4,7,""
6742,825,9,"Beige","XS",8,1390,1190,857,"XYJCQD",9,7,2,""
6743,6998,35,"Light Grey","S",8,1130,930,809,"FFRRWL",6,6,3,""
6744,1981,10,"Beige","XXL",5,2017,1817,1251,"ZJQDPS",4,5,7,""
6745,9510,33,"Orange","S",6,2762,2562,2522,"KWJVZY",2,2,5,""
6746,7832,34,"Cherry Red","XXL",9,2207,2007,1458,"KRSAMN",2,3,6,""
6747,7227,32,"Green","XS",6,1996,1796,1715,"WQMWQZ",3,2,3,""
6748,8360,13,"Grey","L",7,1224,1024,922,"OCBBMO",2,6,3,""
6749,7755,23,"Cherry Red","M",5,1851,1651,1252,"NRQEOS",5,4,5,""
6750,5873,23,"Black","XXL",2,1117,917,578,"UQXVOR",5,4,2,""
6751,3364,32,"Grey","XL",5,2959,2759,2071,"IYLWJY",6,3,7,""
6752,9892,20,"Black","S",4,1645,1445,1180,"EWKAWO",9,6,4,""
6753,5776,25,"Purple","XL",8,1118,918,778,"WMAZPE",3,7,6,""
6754,2845,4,"Dark Blue","XL",5,1648,1448,979,"IJSGFB",7,7,4,""
6755,7459,29,"Black","XL",0,2923,2723,2566,"FSTPRH",3,8,8,""
6756,7778,23,"Green","L",3,3221,3021,3008,"NQXSEG",3,2,3,""
6757,9586,30,"Blue","XL",8,909,709,157,"VUKFJA",4,5,2,""
6758,3241,19,"Pink","S",7,3412,3212,2702,"UYLCCP",9,5,7,""
6759,4830,2,"Beige","S",9,2270,2070,2089,"YGPAHL",4,8,5,""
6760,7325,35,"Dark Blue","XS",7,2245,2045,1780,"EZYRAC",3,4,6,""
6761,183,37,"Purple","XXL",1,2800,2600,2468,"WQLODQ",9,8,4,""
6762,9171,18,"Cherry Red","XS",9,2204,2004,1463,"NUCFYO",3,4,4,""
6763,7017,16,"Steel Blue","XXL",0,3102,2902,2225,"XBOKEA",9,6,7,""
6764,5809,19,"Light Grey","L",0,3167,2967,2380,"QHJYII",8,3,8,""
6765,10074,24,"Metallic Red","S",6,935,735,153,"OWJVQI",6,6,7,""
6766,3193,31,"Pink","XXL",1,1808,1608,990,"LMTAYR",5,3,3,""
6767,5164,9,"Dark Blue","XXL",6,2611,2411,2186,"AREOJR",6,9,5,""
6768,4996,16,"Dark Blue","XS",1,2952,2752,2411,"MQGLGB",8,8,9,""
6769,4203,28,"Cherry Red","XXL",6,1737,1537,1053,"OKNGLD",4,4,7,""
6770,2197,27,"Dark Blue","S",1,1349,1149,1232,"CHRVNM",8,8,8,""
6771,8319,28,"Black","XXL",5,3322,3122,2632,"AWFYPJ",3,8,5,""
6772,3668,26,"Beige","S",5,1652,1452,1118,"NZMYAB",9,6,3,""
6773,2906,35,"Orange","L",5,1211,1011,1003,"YWIOFS",9,8,8,""
6774,1647,19,"Light Grey","XXL",1,1885,1685,1266,"QFEYKS",7,7,4,""
6775,5338,29,"Pink","L",5,1102,902,726,"QBALAR",9,9,9,""
6776,3931,6,"Black","XS",0,1727,1527,871,"YENEYD",8,5,5,""
6777,8194,33,"Purple","XS",6,1060,860,236,"LSOAOW",7,3,7,""
6778,5234,3,"Pink","XS",5,3210,3010,2929,"ZQQTHB",7,3,7,""
6779,9880,9,"Grey","XL",5,1117,917,534,"KPQOWI",3,8,8,""
6780,591,2,"Beige","M",9,1995,1795,1758,"CUYWKW",6,7,9,""
6781,727,23,"Beige","S",2,1903,1703,1403,"KFVOEN",2,3,5,""
6782,1556,4,"Purple","XL",7,3474,3274,2728,"LHLEYK",2,3,2,""
6783,2520,9,"Steel Blue","XXL",1,1156,956,513,"MTCHKS",3,4,8,""
6784,6711,15,"Black","S",5,1310,1110,703,"IWGHVW",9,6,3,""
6785,4735,36,"Grey","XS",6,2420,2220,2022,"PMYNVS",6,6,3,""
6786,5472,27,"Black","S",3,2124,1924,1538,"SATZCL",7,4,2,""
6787,9010,9,"Green","L",7,1690,1490,821,"OGTITD",3,8,7,""
6788,5264,36,"Black","XL",6,1534,1334,1114,"JSJBDA",6,3,8,""
6789,6394,23,"Beige","XXL",7,1343,1143,726,"YZAQZB",2,6,9,""
6790,8364,39,"Green","S",4,2625,2425,2009,"PTBTPY",2,7,6,""
6791,1352,15,"Black","XS",8,2658,2458,2124,"ZURCBH",7,7,6,""
6792,8412,8,"Pink","L",5,3194,2994,3060,"KMRLYS",6,2,7,""
6793,8762,33,"Dark Blue","M",9,2984,2784,2291,"EOFBSZ",5,3,6,""
6794,9116,21,"Dark Blue","XL",1,2026,1826,1620,"SQURCD",6,9,5,""
6795,5748,7,"Blue","XS",7,1455,1255,1179,"BNEDYP",6,9,7,""
6796,3438,17,"Dark Blue","S",9,1555,1355,797,"MBSUUF",9,5,4,""
6797,6074,16,"Steel Blue","M",0,3499,3299,3042,"SDFIGO",2,5,6,""
6798,4270,1,"Cherry Red","L",8,2827,2627,2436,"NQROVR",4,4,6,""
6799,3980,16,"Light Grey","XS",1,2921,2721,2028,"YFMEEC",3,5,4,""
6800,7590,23,"Cherry Red","S",9,2118,1918,1518,"GYPABS",4,7,2,""
6801,4012,1,"Blue","XS",9,2366,2166,1800,"KLMYBB",4,9,7,""
6802,962,39,"Cherry Red","M",2,3137,2937,2552,"KSTLZO",9,6,7,""
6803,3090,32,"Blue","XS",6,1882,1682,1734,"RKFUZS",6,2,7,""
6804,7483,3,"Steel Blue","XS",5,1238,1038,766,"YMSHFI",5,2,4,""
6805,7396,37,"Purple","M",9,2234,2034,1693,"CKTJFY",9,5,8,""
6806,1774,10,"Steel Blue","XXL",3,2862,2662,2432,"AYTSGU",2,2,3,""
6807,4047,31,"Beige","XL",2,1958,1758,1518,"BRQHIW",8,2,9,""
6808,9126,17,"Grey","XS",0,1961,1761,1159,"SRHAIJ",8,9,9,""
6809,4278,21,"Grey","XXL",3,2874,2674,2545,"KYYORW",8,8,9,""
6810,8097,1,"Steel Blue","XXL",1,3384,3184,2724,"EGDZEX",4,7,8,""
6811,1389,14,"Blue","XS",9,1526,1326,841,"CYLSGL",3,7,6,""
6812,5517,9,"Dark Blue","L",6,3001,2801,2891,"JFENFO",3,4,8,""
6813,2611,30,"Orange","M",0,3019,2819,2762,"LNAKQT",3,8,2,""
6814,9502,34,"Grey","M",4,2651,2451,2080,"ZXOBAG",7,7,4,""
6815,1808,26,"Checkered","XL",2,2428,2228,2085,"XROHNX",2,2,3,""
6816,8292,13,"Steel Blue","M",4,2124,1924,1951,"AYJGAH",8,8,5,""
6817,10014,33,"Light Grey","XXL",8,3465,3265,3186,"BBLKYX",6,9,6,""
6818,3727,10,"Pink","XL",1,1544,1344,1227,"HGEKLI",8,9,8,""
6819,7046,14,"Metallic Red","S",3,3180,2980,3080,"RHERLM",8,9,5,""
6820,7953,9,"Blue","XXL",2,3013,2813,2716,"EMXLDC",5,9,2,""
6821,4400,26,"Dark Blue","XXL",1,2729,2529,2587,"MGZOQN",3,3,8,""
6822,6274,10,"Cherry Red","L",1,2154,1954,1662,"HBYDBY",2,7,3,""
6823,4493,31,"Steel Blue","S",4,3171,2971,2886,"QHFMZI",4,9,5,""
6824,5508,21,"Cherry Red","S",2,1620,1420,1467,"DQVSMV",9,5,9,""
6825,2074,36,"Green","XS",8,1685,1485,1209,"VIBWXG",6,6,6,""
6826,3929,22,"Steel Blue","XXL",5,1550,1350,657,"UNQCOO",5,6,2,""
6827,508,24,"Dark Blue","XL",1,1661,1461,1433,"HZOIFD",3,7,6,""
6828,1243,36,"Green","XS",8,3493,3293,2644,"SHHRZL",3,3,8,""
6829,7305,3,"Metallic Red","M",5,943,743,394,"ZFUWAQ",3,7,6,""
6830,3147,36,"Light Grey","S",8,1020,820,695,"BCDRZI",8,9,8,""
6831,2047,22,"Orange","S",9,1620,1420,1455,"ZEGMPH",9,9,6,""
6832,9060,8,"Cherry Red","XXL",6,2443,2243,1545,"CPRSDS",3,9,2,""
6833,2462,37,"Checkered","M",2,1428,1228,692,"VRXWNT",3,7,6,""
6834,6062,33,"Pink","L",7,1037,837,306,"MTABAI",8,4,4,""
6835,8501,5,"Orange","XXL",5,1863,1663,1103,"MLNGTZ",2,6,6,""
6836,1420,9,"Pink","XS",5,2536,2336,2093,"VXKICB",4,8,4,""
6837,884,32,"Black","XS",5,2801,2601,2600,"MVZJES",9,6,6,""
6838,1155,30,"Blue","S",6,2929,2729,2699,"JIBKPY",3,3,8,""
6839,1099,2,"Grey","L",7,2413,2213,1933,"SLJAMM",8,4,8,""
6840,4637,12,"Steel Blue","S",4,2885,2685,2183,"FCNNLT",6,7,4,""
6841,7544,25,"Blue","S",8,2534,2334,1964,"BRRDNN",8,9,3,""
6842,7512,13,"Grey","M",7,1084,884,919,"IRNGYA",4,4,7,""
6843,4688,1,"Grey","S",3,2832,2632,2507,"EQOMPR",3,4,8,""
6844,232,1,"Metallic Red","L",8,3475,3275,3003,"TPRWBG",5,9,8,""
6845,5283,28,"Grey","XS",1,3072,2872,2243,"PPQYRB",9,9,8,""
6846,8752,15,"Pink","L",6,1331,1131,782,"RUMOYF",2,6,3,""
6847,298,28,"Cherry Red","XS",1,2584,2384,2151,"GBQAEA",5,5,2,""
6848,6495,6,"Cherry Red","S",7,1717,1517,845,"IDDYBH",2,6,4,""
6849,3902,7,"Dark Blue","XS",4,1856,1656,1256,"UAPNXP",9,5,9,""
6850,8612,29,"Metallic Red","XL",8,2463,2263,1856,"FRQAJO",7,9,4,""
6851,4661,25,"Dark Blue","XXL",7,1901,1701,1085,"XNZIGO",7,3,2,""
6852,6288,19,"Pink","L",3,2195,1995,1761,"BEKOJA",8,5,9,""
6853,7761,16,"Beige","XXL",4,3494,3294,3290,"JVOEXV",8,8,5,""
6854,6834,32,"Cherry Red","L",3,3103,2903,2742,"CDCMPI",9,2,2,""
6855,3200,4,"Beige","M",6,1556,1356,1307,"QELCSF",3,2,6,""
6856,981,31,"Purple","M",2,1413,1213,740,"FHJNAV",7,7,4,""
6857,8913,30,"Cherry Red","XL",2,2402,2202,1534,"DNJZRB",3,3,8,""
6858,6108,24,"Dark Blue","XL",5,1139,939,672,"QPGTFO",3,3,8,""
6859,8057,27,"Checkered","L",9,1032,832,820,"OFJOKD",3,7,3,""
6860,6898,5,"Metallic Red","M",9,2025,1825,1160,"TGEWYH",6,6,8,""
6861,6000,9,"Pink","XL",9,2186,1986,1555,"ACBURV",7,7,8,""
6862,9759,4,"Light Grey","S",7,1214,1014,1081,"WRQJCN",9,2,5,""
6863,1141,18,"Blue","S",0,1657,1457,1495,"ZFKGNQ",6,6,6,""
6864,5632,3,"Dark Blue","L",4,1255,1055,461,"ZJBIKW",3,3,8,""
6865,1962,16,"Beige","M",4,1558,1358,1217,"ZTYRLG",4,4,7,""
6866,5028,4,"Orange","M",8,1606,1406,1214,"GYPCMA",2,6,9,""
6867,2136,12,"Cherry Red","XL",5,2763,2563,2448,"RDOCYX",4,5,5,""
6868,5386,22,"Grey","XL",3,1025,825,573,"STDRBW",4,4,7,""
6869,6007,11,"Cherry Red","XL",3,1218,1018,904,"LRRGEJ",8,9,9,""
6870,8163,22,"Purple","XL",1,3140,2940,2802,"VLBOHT",3,4,9,""
6871,9637,21,"Grey","XL",8,1166,966,458,"DJBXEJ",5,9,8,""
6872,9733,5,"Grey","XL",8,3090,2890,2702,"AILRFZ",4,4,7,""
6873,713,7,"Steel Blue","XL",1,2545,2345,2328,"RNIULJ",2,2,5,""
6874,8671,30,"Purple","S",9,1393,1193,513,"IDQWKN",7,8,3,""
6875,3070,13,"Light Grey","XXL",4,3417,3217,3070,"RAIMGE",7,3,2,""
6876,1165,27,"Cherry Red","S",5,2881,2681,2639,"OVCUWW",9,6,7,""
6877,3587,18,"Light Grey","L",5,1037,837,470,"ZHNJLY",4,4,7,""
6878,2026,9,"Green","S",0,2548,2348,2137,"XOJHGJ",4,9,5,""
6879,4983,16,"Blue","M",9,2506,2306,2076,"YIDXKX",2,2,5,""
6880,9831,17,"Light Grey","XXL",7,2470,2270,1804,"IZFBMF",5,9,8,""
6881,5855,3,"Beige","XL",4,3385,3185,2774,"WMFLMY",6,6,9,""
6882,3917,13,"Purple","L",8,1775,1575,1229,"DEAPUN",9,5,7,""
6883,8408,19,"Blue","XXL",5,2432,2232,1949,"KSYTWU",3,4,8,""
6884,5996,19,"Checkered","S",2,1866,1666,1031,"SSDTJG",7,3,2,""
6885,1587,9,"Cherry Red","L",3,2118,1918,1220,"OMWADO",9,5,9,""
6886,9472,34,"Metallic Red","M",7,2877,2677,2351,"SNRFLZ",2,2,3,""
